gene1	6071	103	0.0169659034755	40	0.00658870037885	276	0.0454620326141
gene2	6106	109	0.0178512938094	38	0.00622338683262	265	0.0433999344907
gene3	6148	93	0.015126870527	65	0.0105725439167	261	0.0424528301887
gene4	6119	114	0.018630495179	32	0.00522961268181	239	0.0390586697173
gene5	6118	87	0.0142203334423	47	0.00768224910101	287	0.0469107551487
gene6	6154	104	0.0168995775106	52	0.00844978875528	277	0.0450113747156
gene7	6154	118	0.019174520637	31	0.00503737406565	258	0.0419239519012
gene8	6143	94	0.0153019697216	23	0.00374409897444	281	0.045743122253
gene9	6120	120	0.0196078431373	26	0.00424836601307	261	0.0426470588235
gene10	6142	108	0.0175838489092	45	0.00732660371215	290	0.0472158905894
gene11	6129	107	0.017457986621	36	0.00587371512482	262	0.0427475934084
gene12	6117	126	0.0205983325159	37	0.00604871669119	285	0.0465914664051
gene13	6171	138	0.0223626640739	40	0.00648193161562	255	0.0413223140496
gene14	6121	140	0.0228720797255	25	0.00408429995099	257	0.0419866034962
gene15	6090	107	0.0175697865353	39	0.0064039408867	270	0.0443349753695
gene16	6123	106	0.0173117752736	45	0.00734933855953	260	0.0424628450106
gene17	6139	141	0.0229679100831	53	0.00863332790357	225	0.0366509203453
gene18	6122	118	0.0192747468148	38	0.0062071218556	265	0.0432865076772
gene19	6084	99	0.0162721893491	33	0.00542406311637	260	0.042735042735
gene20	6094	113	0.0185428290121	21	0.00344601247128	259	0.0425008204792
gene21	6139	102	0.0166150838899	27	0.00439811044144	289	0.0470760710213
gene22	6092	109	0.0178923177938	25	0.00410374261326	257	0.0421864740643
gene23	6087	98	0.0160998850008	24	0.00394282897979	250	0.0410711352062
gene24	6113	79	0.0129232782594	22	0.00359888761655	290	0.0474398822182
gene25	6170	140	0.0226904376013	36	0.00583468395462	248	0.0401944894652
gene26	6092	106	0.0173998686802	42	0.00689428759028	247	0.040544977019
gene27	6119	96	0.0156888380454	42	0.00686386664488	269	0.0439614316065
gene28	6169	86	0.0139406710974	40	0.00648403306857	265	0.0429567190793
gene29	6114	137	0.0224075891397	33	0.0053974484789	264	0.0431795878312
gene30	6103	104	0.0170407996068	46	0.00753727674914	275	0.0450598066525
gene31	6175	114	0.0184615384615	63	0.0102024291498	268	0.0434008097166
gene32	6066	100	0.016485328058	17	0.00280250576986	275	0.0453346521596
gene33	6170	83	0.0134521880065	37	0.00599675850891	250	0.0405186385737
gene34	6135	112	0.0182559087205	53	0.00863895680522	251	0.040912795436
gene35	6149	106	0.0172385753781	27	0.00439095787933	256	0.0416327858188
gene36	6150	142	0.0230894308943	40	0.00650406504065	287	0.0466666666667
